ZIP_CODE,Positive,Negative,Probable,date
18349,-1,26,0,2020-11-28
18351,-1,77,0,2020-11-28
18356,6,130,0,2020-11-28
18357,-1,19,0,2020-11-28
18410,-1,21,0,2020-11-28
18413,-1,32,0,2020-11-28
18416,0,5,0,2020-11-28
18420,0,33,0,2020-11-28
18440,-1,31,-1,2020-11-28
18448,0,-1,0,2020-11-28
18449,0,-1,0,2020-11-28
18454,-1,14,0,2020-11-28
18457,0,20,0,2020-11-28
18459,-1,16,0,2020-11-28
18473,-1,66,0,2020-11-28
18501,33,79,-1,2020-11-28
18502,0,7,0,2020-11-28
18515,0,-1,0,2020-11-28
18540,-1,-1,0,2020-11-28
18577,0,0,0,2020-11-28
18601,5,33,0,2020-11-28
18602,14,105,0,2020-11-28
18611,-1,6,0,2020-11-28
18625,-1,66,0,2020-11-28
18626,5,158,-1,2020-11-28
18627,-1,31,0,2020-11-28
18653,0,8,0,2020-11-28
18654,0,-1,0,2020-11-28
18690,-1,-1,0,2020-11-28
18703,5,43,0,2020-11-28
18710,0,-1,0,2020-11-28
18711,89,136,9,2020-11-28
18762,0,0,0,2020-11-28
18764,-1,6,0,2020-11-28
18765,0,0,0,2020-11-28
18766,-1,38,-1,2020-11-28
18767,0,0,0,2020-11-28
18769,0,-1,0,2020-11-28
18773,0,0,0,2020-11-28
18813,0,9,0,2020-11-28
18814,-1,19,0,2020-11-28
18815,0,-1,0,2020-11-28
18816,0,13,0,2020-11-28
18820,0,-1,0,2020-11-28
18827,0,0,0,2020-11-28
18843,-1,23,0,2020-11-28
18910,0,55,0,2020-11-28
18911,7,72,-1,2020-11-28
18912,7,89,-1,2020-11-28
18916,-1,21,-1,2020-11-28
18918,0,-1,0,2020-11-28
18921,-1,34,0,2020-11-28
18922,-1,18,0,2020-11-28
18928,5,49,0,2020-11-28
18931,5,51,0,2020-11-28
18935,5,56,0,2020-11-28
18943,-1,26,0,2020-11-28
18946,0,31,0,2020-11-28
18949,-1,44,0,2020-11-28
18950,-1,103,-1,2020-11-28
18953,-1,36,0,2020-11-28
18956,0,14,0,2020-11-28
18957,0,20,0,2020-11-28
18958,0,15,0,2020-11-28
18962,-1,89,-1,2020-11-28
18963,8,78,0,2020-11-28
18968,0,25,0,2020-11-28
18970,17,136,0,2020-11-28
18971,-1,12,0,2020-11-28
18979,-1,15,0,2020-11-28
18980,7,80,0,2020-11-28
18981,0,10,0,2020-11-28
18991,0,-1,0,2020-11-28
19016,9,26,0,2020-11-28
19017,12,76,0,2020-11-28
19019,0,33,0,2020-11-28
19028,-1,36,0,2020-11-28
19037,215,207,29,2020-11-28
19039,0,24,0,2020-11-28
19048,-1,-1,0,2020-11-28
19049,0,-1,0,2020-11-28
19052,7,42,0,2020-11-28
19058,-1,24,0,2020-11-28
19065,-1,16,0,2020-11-28
19080,-1,12,0,2020-11-28
19088,0,6,0,2020-11-28
19089,0,5,0,2020-11-28
19091,0,-1,0,2020-11-28
19092,0,-1,0,2020-11-28
19093,0,5,0,2020-11-28
19098,0,0,0,2020-11-28
19099,0,-1,0,2020-11-28
19101,34,124,-1,2020-11-28
19105,9,58,0,2020-11-28
19108,-1,15,0,2020-11-28
19109,0,16,0,2020-11-28
19110,-1,16,0,2020-11-28
19155,0,11,0,2020-11-28
19160,5,18,0,2020-11-28
19161,-1,6,0,2020-11-28
19162,0,-1,0,2020-11-28
19170,0,-1,0,2020-11-28
19171,0,5,0,2020-11-28
19172,-1,-1,0,2020-11-28
19173,0,0,0,2020-11-28
19175,0,-1,0,2020-11-28
19176,0,6,0,2020-11-28
19177,0,0,0,2020-11-28
19178,0,6,0,2020-11-28
19179,0,-1,0,2020-11-28
19181,0,-1,0,2020-11-28
19182,-1,-1,0,2020-11-28
19183,0,-1,0,2020-11-28
19184,-1,-1,0,2020-11-28
19185,0,-1,0,2020-11-28
19187,0,0,0,2020-11-28
19188,0,-1,0,2020-11-28
19190,0,-1,0,2020-11-28
19191,0,5,0,2020-11-28
19192,0,6,0,2020-11-28
19193,-1,-1,0,2020-11-28
19194,0,11,0,2020-11-28
19195,0,0,0,2020-11-28
19196,-1,-1,0,2020-11-28
19197,0,0,0,2020-11-28
19244,0,-1,0,2020-11-28
19255,0,-1,0,2020-11-28
19316,-1,23,0,2020-11-28
19318,0,10,0,2020-11-28
19331,-1,15,0,2020-11-28
19339,0,-1,0,2020-11-28
19340,0,-1,0,2020-11-28
19346,-1,6,0,2020-11-28
19347,0,15,-1,2020-11-28
19351,-1,17,0,2020-11-28
19353,0,6,0,2020-11-28
19354,-1,24,0,2020-11-28
19357,0,14,0,2020-11-28
19358,7,47,0,2020-11-28
19360,-1,14,0,2020-11-28
19366,0,11,0,2020-11-28
19367,-1,22,0,2020-11-28
19369,-1,58,0,2020-11-28
19371,0,-1,0,2020-11-28
19375,8,107,0,2020-11-28
19376,-1,21,-1,2020-11-28
19381,-1,20,-1,2020-11-28
19395,0,23,0,2020-11-28
19397,0,-1,0,2020-11-28
19398,0,-1,0,2020-11-28
19399,0,19,0,2020-11-28
19404,5,42,0,2020-11-28
19407,-1,14,0,2020-11-28
19408,-1,18,0,2020-11-28
19409,-1,7,0,2020-11-28
19415,0,0,0,2020-11-28
19421,6,84,0,2020-11-28
19423,-1,19,0,2020-11-28
19424,0,-1,0,2020-11-28
19429,-1,-1,0,2020-11-28
19430,-1,17,0,2020-11-28
19432,-1,19,0,2020-11-28
19437,13,216,-1,2020-11-28
19441,0,6,0,2020-11-28
19442,8,159,0,2020-11-28
19443,-1,9,0,2020-11-28
19450,6,44,0,2020-11-28
19451,0,-1,0,2020-11-28
19455,0,-1,0,2020-11-28
19457,-1,28,0,2020-11-28
19470,0,35,0,2020-11-28
19472,0,17,0,2020-11-28
19474,16,206,-1,2020-11-28
19478,-1,20,0,2020-11-28
19480,0,14,0,2020-11-28
19481,-1,88,0,2020-11-28
19482,0,18,-1,2020-11-28
19484,0,6,0,2020-11-28
19486,-1,28,0,2020-11-28
19490,45,205,5,2020-11-28
19493,0,-1,0,2020-11-28
19494,0,-1,0,2020-11-28
19495,0,0,0,2020-11-28
19496,0,-1,0,2020-11-28
19511,5,25,0,2020-11-28
19516,-1,10,0,2020-11-28
19519,0,-1,0,2020-11-28
19523,-1,35,0,2020-11-28
19535,-1,12,0,2020-11-28
19536,7,70,0,2020-11-28
19538,-1,25,0,2020-11-28
19544,-1,20,0,2020-11-28
19545,5,42,0,2020-11-28
19548,-1,26,0,2020-11-28
19554,8,62,-1,2020-11-28
19559,6,40,0,2020-11-28
19564,-1,22,0,2020-11-28
19603,25,63,0,2020-11-28
19612,10,49,0,2020-11-28
15020,5,42,0,2020-11-28
15028,-1,31,0,2020-11-28
15069,0,8,0,2020-11-28
15072,-1,17,0,2020-11-28
15081,-1,36,0,2020-11-28
15091,0,12,0,2020-11-28
15095,0,-1,0,2020-11-28
15096,0,0,0,2020-11-28
15123,-1,13,0,2020-11-28
15127,-1,35,-1,2020-11-28
15134,-1,25,0,2020-11-28
15230,-1,23,0,2020-11-28
15240,0,-1,0,2020-11-28
15242,0,16,0,2020-11-28
15244,-1,7,0,2020-11-28
15250,0,0,0,2020-11-28
15251,0,-1,0,2020-11-28
15252,0,-1,0,2020-11-28
15253,0,-1,0,2020-11-28
15254,0,-1,0,2020-11-28
15255,0,0,0,2020-11-28
15257,0,0,0,2020-11-28
15258,0,-1,0,2020-11-28
15259,0,-1,0,2020-11-28
15262,0,-1,0,2020-11-28
15264,0,-1,0,2020-11-28
15265,-1,-1,0,2020-11-28
15267,0,-1,0,2020-11-28
15268,0,-1,0,2020-11-28
15270,0,0,0,2020-11-28
15272,0,0,0,2020-11-28
15274,0,-1,0,2020-11-28
15276,0,-1,0,2020-11-28
15277,0,0,0,2020-11-28
15278,0,0,0,2020-11-28
15279,0,0,0,2020-11-28
15281,0,-1,0,2020-11-28
15282,125,522,-1,2020-11-28
15283,0,-1,0,2020-11-28
15286,0,0,0,2020-11-28
15289,9,1628,5,2020-11-28
15290,0,-1,0,2020-11-28
15295,0,-1,0,2020-11-28
15336,0,7,0,2020-11-28
15339,0,-1,0,2020-11-28
15350,8,119,-1,2020-11-28
15365,-1,18,0,2020-11-28
15366,-1,27,-1,2020-11-28
15368,-1,102,0,2020-11-28
15415,-1,12,0,2020-11-28
15416,-1,27,0,2020-11-28
15439,0,13,0,2020-11-28
15454,-1,32,0,2020-11-28
15465,-1,38,0,2020-11-28
15485,0,0,0,2020-11-28
15492,-1,14,0,2020-11-28
15548,-1,6,0,2020-11-28
15549,-1,12,0,2020-11-28
15553,-1,18,-1,2020-11-28
15565,-1,-1,0,2020-11-28
15605,0,-1,0,2020-11-28
15606,0,-1,0,2020-11-28
15619,10,68,-1,2020-11-28
15621,0,-1,0,2020-11-28
15624,7,65,0,2020-11-28
15664,-1,15,0,2020-11-28
15674,7,31,-1,2020-11-28
15680,-1,32,-1,2020-11-28
15682,-1,-1,0,2020-11-28
15693,-1,32,-1,2020-11-28
15710,6,36,-1,2020-11-28
15723,-1,9,0,2020-11-28
15727,-1,37,0,2020-11-28
15731,7,37,-1,2020-11-28
15733,-1,24,-1,2020-11-28
15737,15,111,0,2020-11-28
15741,0,12,0,2020-11-28
15745,12,59,-1,2020-11-28
15746,6,107,0,2020-11-28
15752,0,19,0,2020-11-28
15754,16,81,0,2020-11-28
15756,0,26,-1,2020-11-28
15761,0,15,0,2020-11-28
15779,-1,315,-1,2020-11-28
15781,-1,11,0,2020-11-28
15783,0,15,0,2020-11-28
15822,0,0,0,2020-11-28
15831,-1,21,0,2020-11-28
15841,-1,25,-1,2020-11-28
15847,0,20,0,2020-11-28
15863,0,21,0,2020-11-28
15907,-1,9,0,2020-11-28
15915,0,0,0,2020-11-28
15921,10,194,-1,2020-11-28
15922,13,51,0,2020-11-28
15925,-1,51,0,2020-11-28
15929,-1,25,-1,2020-11-28
15930,-1,60,-1,2020-11-28
15937,18,195,5,2020-11-28
15948,20,143,-1,2020-11-28
15959,-1,48,-1,2020-11-28
15962,6,52,-1,2020-11-28
16003,-1,48,-1,2020-11-28
