ZIP_CODE,Positive,Negative,Probable,date
15521,104,338,54,2021-05-08
15522,862,2523,316,2021-05-08
15530,475,1657,132,2021-05-08
15531,227,979,99,2021-05-08
15533,71,231,35,2021-05-08
15534,47,134,23,2021-05-08
15535,102,308,55,2021-05-08
15536,21,99,13,2021-05-08
15537,558,1557,235,2021-05-08
15538,43,148,16,2021-05-08
15539,35,114,17,2021-05-08
15541,224,899,79,2021-05-08
15542,91,261,19,2021-05-08
15545,195,450,65,2021-05-08
15546,22,88,5,2021-05-08
15550,91,317,36,2021-05-08
15552,420,1637,114,2021-05-08
15554,140,454,73,2021-05-08
15555,6,31,-1,2021-05-08
15558,112,419,21,2021-05-08
15559,121,348,55,2021-05-08
15562,16,41,-1,2021-05-08
15563,175,724,90,2021-05-08
15564,6,17,-1,2021-05-08
15705,31,46,66,2021-05-08
15711,18,76,9,2021-05-08
15714,375,1692,124,2021-05-08
15716,39,141,19,2021-05-08
15720,8,33,-1,2021-05-08
15721,10,37,-1,2021-05-08
15722,168,529,71,2021-05-08
15724,133,496,49,2021-05-08
15728,151,712,102,2021-05-08
15729,63,282,26,2021-05-08
15730,5,12,-1,2021-05-08
15739,15,106,7,2021-05-08
15742,74,200,22,2021-05-08
15744,-1,17,5,2021-05-08
15750,9,46,-1,2021-05-08
15753,23,73,13,2021-05-08
15757,83,256,43,2021-05-08
15758,-1,7,0,2021-05-08
15759,100,450,51,2021-05-08
15760,14,35,-1,2021-05-08
15762,43,223,18,2021-05-08
15763,0,-1,-1,2021-05-08
15764,-1,10,0,2021-05-08
15765,64,333,25,2021-05-08
15767,617,2543,304,2021-05-08
15770,11,32,-1,2021-05-08
15771,46,130,13,2021-05-08
15772,63,293,21,2021-05-08
15773,43,125,9,2021-05-08
15775,-1,0,0,2021-05-08
15776,-1,7,-1,2021-05-08
15777,10,34,8,2021-05-08
15778,-1,31,5,2021-05-08
15780,13,26,-1,2021-05-08
15784,8,26,0,2021-05-08
15801,974,4768,775,2021-05-08
15821,9,16,-1,2021-05-08
15823,57,228,41,2021-05-08
15824,186,920,194,2021-05-08
15825,535,2054,293,2021-05-08
15827,10,54,7,2021-05-08
15828,6,42,-1,2021-05-08
15829,58,228,44,2021-05-08
15832,8,54,-1,2021-05-08
15834,172,970,82,2021-05-08
15840,62,326,46,2021-05-08
15845,167,599,97,2021-05-08
15846,116,587,122,2021-05-08
15848,34,159,32,2021-05-08
15849,42,252,32,2021-05-08
15851,218,1084,192,2021-05-08
15853,361,1482,200,2021-05-08
15856,34,134,24,2021-05-08
15857,653,2584,547,2021-05-08
15860,58,204,12,2021-05-08
15861,11,16,-1,2021-05-08
15864,92,360,50,2021-05-08
15865,39,213,44,2021-05-08
15866,-1,30,10,2021-05-08
15868,88,273,59,2021-05-08
15870,44,205,46,2021-05-08
15901,287,1486,60,2021-05-08
15902,703,3868,218,2021-05-08
15904,1045,5030,447,2021-05-08
15905,1426,6973,532,2021-05-08
15906,633,3548,233,2021-05-08
15909,352,1724,116,2021-05-08
15920,55,276,16,2021-05-08
15924,63,283,31,2021-05-08
15926,167,714,60,2021-05-08
15927,66,378,38,2021-05-08
