ZIP_CODE,Positive,Negative,Probable,date
18349,-1,31,0,2020-12-13
18351,10,81,0,2020-12-13
18356,13,138,0,2020-12-13
18357,-1,20,0,2020-12-13
18410,-1,22,0,2020-12-13
18413,-1,35,0,2020-12-13
18416,0,6,0,2020-12-13
18420,-1,37,0,2020-12-13
18440,-1,33,-1,2020-12-13
18448,0,-1,0,2020-12-13
18449,0,-1,0,2020-12-13
18454,-1,16,0,2020-12-13
18457,0,22,0,2020-12-13
18459,-1,18,0,2020-12-13
18473,-1,75,-1,2020-12-13
18501,37,72,-1,2020-12-13
18502,0,7,0,2020-12-13
18515,0,-1,0,2020-12-13
18540,-1,-1,0,2020-12-13
18577,0,0,0,2020-12-13
18601,6,34,0,2020-12-13
18602,15,107,0,2020-12-13
18611,-1,6,0,2020-12-13
18625,-1,72,0,2020-12-13
18626,8,188,-1,2020-12-13
18627,5,33,0,2020-12-13
18653,0,8,0,2020-12-13
18654,0,-1,0,2020-12-13
18690,-1,-1,0,2020-12-13
18703,8,45,0,2020-12-13
18710,0,-1,0,2020-12-13
18711,96,145,11,2020-12-13
18762,0,0,0,2020-12-13
18764,-1,6,0,2020-12-13
18765,0,0,0,2020-12-13
18766,-1,41,-1,2020-12-13
18767,0,0,0,2020-12-13
18769,0,-1,0,2020-12-13
18773,0,0,0,2020-12-13
18813,-1,11,0,2020-12-13
18814,-1,18,0,2020-12-13
18815,0,-1,0,2020-12-13
18816,0,16,0,2020-12-13
18820,0,-1,0,2020-12-13
18827,0,0,0,2020-12-13
18843,-1,24,0,2020-12-13
18910,0,56,0,2020-12-13
18911,15,78,-1,2020-12-13
18912,7,96,-1,2020-12-13
18916,-1,24,-1,2020-12-13
18918,-1,-1,0,2020-12-13
18921,-1,35,0,2020-12-13
18922,-1,18,0,2020-12-13
18928,7,55,0,2020-12-13
18931,7,50,0,2020-12-13
18935,8,58,0,2020-12-13
18943,-1,30,0,2020-12-13
18946,-1,30,-1,2020-12-13
18949,-1,53,0,2020-12-13
18950,6,107,-1,2020-12-13
18953,-1,39,0,2020-12-13
18956,0,17,0,2020-12-13
18957,0,22,0,2020-12-13
18958,0,15,0,2020-12-13
18962,7,100,-1,2020-12-13
18963,8,79,0,2020-12-13
18968,-1,30,0,2020-12-13
18970,21,148,0,2020-12-13
18971,-1,17,0,2020-12-13
18979,5,16,0,2020-12-13
18980,12,90,0,2020-12-13
18981,-1,9,0,2020-12-13
18991,0,-1,0,2020-12-13
19016,10,28,0,2020-12-13
19017,14,80,0,2020-12-13
19019,0,34,0,2020-12-13
19028,-1,37,0,2020-12-13
19037,217,212,35,2020-12-13
19039,0,33,0,2020-12-13
19048,-1,6,0,2020-12-13
19049,0,-1,0,2020-12-13
19052,9,47,-1,2020-12-13
19058,-1,24,0,2020-12-13
19065,-1,17,0,2020-12-13
19080,-1,12,0,2020-12-13
19088,0,7,0,2020-12-13
19089,0,5,0,2020-12-13
19091,0,-1,0,2020-12-13
19092,0,-1,0,2020-12-13
19093,0,6,0,2020-12-13
19098,0,-1,0,2020-12-13
19099,0,-1,0,2020-12-13
19101,40,127,-1,2020-12-13
19105,12,58,0,2020-12-13
19108,-1,16,0,2020-12-13
19109,0,16,0,2020-12-13
19110,-1,18,0,2020-12-13
19155,0,11,0,2020-12-13
19160,6,21,0,2020-12-13
19161,-1,5,0,2020-12-13
19162,0,-1,0,2020-12-13
19170,0,-1,0,2020-12-13
19171,0,6,0,2020-12-13
19172,-1,-1,0,2020-12-13
19173,0,0,0,2020-12-13
19175,0,0,0,2020-12-13
19176,-1,8,0,2020-12-13
19177,0,0,0,2020-12-13
19178,0,7,0,2020-12-13
19179,0,-1,0,2020-12-13
19181,0,-1,0,2020-12-13
19182,-1,-1,0,2020-12-13
19183,0,5,0,2020-12-13
19184,-1,-1,0,2020-12-13
19185,0,-1,0,2020-12-13
19187,0,0,0,2020-12-13
19188,0,-1,0,2020-12-13
19190,0,-1,0,2020-12-13
19191,-1,-1,0,2020-12-13
19192,0,7,0,2020-12-13
19193,-1,-1,0,2020-12-13
19194,0,11,0,2020-12-13
19195,0,-1,0,2020-12-13
19196,0,-1,0,2020-12-13
19197,0,-1,0,2020-12-13
19244,0,-1,0,2020-12-13
19255,0,-1,0,2020-12-13
19316,-1,25,0,2020-12-13
19318,0,11,0,2020-12-13
19331,-1,17,0,2020-12-13
19339,0,-1,0,2020-12-13
19340,0,5,0,2020-12-13
19346,6,8,0,2020-12-13
19347,-1,14,-1,2020-12-13
19351,-1,20,0,2020-12-13
19353,0,8,0,2020-12-13
19354,-1,26,0,2020-12-13
19357,0,16,0,2020-12-13
19358,8,51,0,2020-12-13
19360,-1,19,0,2020-12-13
19366,0,14,0,2020-12-13
19367,5,26,0,2020-12-13
19369,8,58,0,2020-12-13
19371,0,-1,0,2020-12-13
19375,12,128,0,2020-12-13
19376,-1,21,-1,2020-12-13
19381,-1,24,-1,2020-12-13
19395,0,24,0,2020-12-13
19397,0,-1,0,2020-12-13
19398,0,-1,0,2020-12-13
19399,0,21,-1,2020-12-13
19404,6,43,-1,2020-12-13
19407,-1,16,0,2020-12-13
19408,-1,18,0,2020-12-13
19409,-1,7,0,2020-12-13
19415,0,0,0,2020-12-13
19421,8,95,0,2020-12-13
19423,-1,20,0,2020-12-13
19424,0,-1,0,2020-12-13
19429,-1,-1,0,2020-12-13
19430,-1,19,0,2020-12-13
19432,-1,19,0,2020-12-13
19437,15,230,-1,2020-12-13
19441,0,7,0,2020-12-13
19442,9,170,0,2020-12-13
19443,-1,10,0,2020-12-13
19450,6,48,0,2020-12-13
19451,0,-1,0,2020-12-13
19455,0,-1,0,2020-12-13
19457,8,34,0,2020-12-13
19470,-1,40,0,2020-12-13
19472,0,19,0,2020-12-13
19474,20,232,0,2020-12-13
19478,-1,19,0,2020-12-13
19480,0,15,0,2020-12-13
19481,-1,92,0,2020-12-13
19482,-1,17,-1,2020-12-13
19484,0,6,0,2020-12-13
19486,-1,32,0,2020-12-13
19490,66,193,-1,2020-12-13
19493,0,-1,0,2020-12-13
19494,0,-1,0,2020-12-13
19495,0,0,0,2020-12-13
19496,0,-1,0,2020-12-13
19511,6,25,-1,2020-12-13
19516,-1,11,0,2020-12-13
19519,0,-1,0,2020-12-13
19523,-1,38,0,2020-12-13
19535,-1,12,0,2020-12-13
19536,8,78,0,2020-12-13
19538,-1,32,0,2020-12-13
19544,6,23,0,2020-12-13
19545,6,49,-1,2020-12-13
19548,-1,29,0,2020-12-13
19554,14,69,-1,2020-12-13
19559,11,43,0,2020-12-13
19564,-1,22,0,2020-12-13
19603,28,68,0,2020-12-13
19612,16,54,-1,2020-12-13
15020,11,43,0,2020-12-13
15028,-1,34,0,2020-12-13
15069,0,9,0,2020-12-13
15072,-1,20,0,2020-12-13
15081,-1,45,-1,2020-12-13
15091,0,13,0,2020-12-13
15095,0,-1,0,2020-12-13
15096,0,0,0,2020-12-13
15123,-1,12,0,2020-12-13
15127,-1,36,-1,2020-12-13
15134,-1,27,0,2020-12-13
15230,-1,24,0,2020-12-13
15240,-1,-1,-1,2020-12-13
15242,-1,15,-1,2020-12-13
15244,-1,6,-1,2020-12-13
15250,-1,-1,0,2020-12-13
15251,0,-1,0,2020-12-13
15252,0,-1,0,2020-12-13
15253,0,-1,0,2020-12-13
15254,0,-1,0,2020-12-13
