ZIP_CODE,Positive,Negative,Probable,date
18349,-1,33,0,2021-01-04
18351,16,87,0,2021-01-04
18356,14,145,0,2021-01-04
18357,-1,24,0,2021-01-04
18410,7,21,-1,2021-01-04
18413,-1,39,0,2021-01-04
18416,0,7,0,2021-01-04
18420,6,40,-1,2021-01-04
18440,5,37,-1,2021-01-04
18448,0,-1,0,2021-01-04
18449,0,-1,0,2021-01-04
18454,-1,17,0,2021-01-04
18457,-1,25,-1,2021-01-04
18459,-1,19,0,2021-01-04
18473,5,89,-1,2021-01-04
18501,42,68,-1,2021-01-04
18502,-1,7,0,2021-01-04
18515,0,5,0,2021-01-04
18540,-1,-1,0,2021-01-04
18577,0,0,0,2021-01-04
18601,8,32,0,2021-01-04
18602,17,113,0,2021-01-04
18611,-1,6,0,2021-01-04
18625,7,85,-1,2021-01-04
18626,9,192,-1,2021-01-04
18627,7,34,0,2021-01-04
18653,0,9,0,2021-01-04
18654,0,-1,0,2021-01-04
18690,-1,-1,0,2021-01-04
18703,11,50,0,2021-01-04
18710,0,-1,0,2021-01-04
18711,96,132,12,2021-01-04
18762,0,0,0,2021-01-04
18764,-1,5,0,2021-01-04
18765,0,0,0,2021-01-04
18766,-1,42,-1,2021-01-04
18767,0,0,0,2021-01-04
18769,0,-1,0,2021-01-04
18773,0,0,0,2021-01-04
18813,-1,11,0,2021-01-04
18814,-1,18,0,2021-01-04
18815,0,-1,0,2021-01-04
18816,0,16,0,2021-01-04
18820,-1,-1,0,2021-01-04
18827,0,-1,0,2021-01-04
18843,-1,26,0,2021-01-04
18910,-1,68,0,2021-01-04
18911,21,78,-1,2021-01-04
18912,9,108,-1,2021-01-04
18916,-1,26,-1,2021-01-04
18918,-1,5,0,2021-01-04
18921,-1,44,0,2021-01-04
18922,-1,18,0,2021-01-04
18928,8,56,0,2021-01-04
18931,6,57,-1,2021-01-04
18935,11,57,0,2021-01-04
18943,-1,32,0,2021-01-04
18946,-1,33,-1,2021-01-04
18949,9,56,0,2021-01-04
18950,6,119,-1,2021-01-04
18953,6,47,0,2021-01-04
18956,0,17,0,2021-01-04
18957,0,24,0,2021-01-04
18958,-1,16,0,2021-01-04
18962,10,112,-1,2021-01-04
18963,9,91,-1,2021-01-04
18968,5,28,0,2021-01-04
18970,31,171,0,2021-01-04
18971,-1,18,0,2021-01-04
18979,7,18,0,2021-01-04
18980,17,91,0,2021-01-04
18981,-1,9,-1,2021-01-04
18991,0,-1,0,2021-01-04
19016,12,28,0,2021-01-04
19017,16,88,0,2021-01-04
19019,0,38,0,2021-01-04
19028,-1,35,0,2021-01-04
19037,225,217,35,2021-01-04
19039,-1,34,0,2021-01-04
19048,-1,7,0,2021-01-04
19049,-1,5,0,2021-01-04
19052,12,49,-1,2021-01-04
19058,5,29,0,2021-01-04
19065,-1,15,0,2021-01-04
19080,-1,11,0,2021-01-04
19088,0,7,0,2021-01-04
19089,0,-1,0,2021-01-04
19091,0,-1,0,2021-01-04
19092,0,-1,0,2021-01-04
19093,0,5,0,2021-01-04
19098,0,-1,0,2021-01-04
19099,0,-1,0,2021-01-04
19101,49,138,-1,2021-01-04
19105,12,56,0,2021-01-04
19108,-1,17,0,2021-01-04
19109,0,16,0,2021-01-04
19110,-1,17,0,2021-01-04
19155,-1,14,0,2021-01-04
19160,9,21,0,2021-01-04
19161,-1,-1,0,2021-01-04
19162,-1,-1,0,2021-01-04
19170,-1,-1,0,2021-01-04
19171,0,8,0,2021-01-04
19172,-1,-1,0,2021-01-04
19173,0,0,0,2021-01-04
19175,0,0,0,2021-01-04
19176,-1,8,0,2021-01-04
19177,0,0,0,2021-01-04
19178,0,7,0,2021-01-04
19179,0,-1,0,2021-01-04
19181,0,-1,0,2021-01-04
19182,-1,-1,0,2021-01-04
19183,-1,5,0,2021-01-04
19184,-1,-1,0,2021-01-04
19185,0,-1,0,2021-01-04
19187,0,0,0,2021-01-04
19188,0,-1,0,2021-01-04
19190,0,-1,0,2021-01-04
19191,-1,-1,0,2021-01-04
19192,-1,6,0,2021-01-04
19193,-1,-1,0,2021-01-04
19194,0,14,0,2021-01-04
19195,0,-1,0,2021-01-04
19196,0,-1,0,2021-01-04
19197,0,-1,0,2021-01-04
19244,0,-1,0,2021-01-04
19255,0,-1,0,2021-01-04
19316,-1,31,-1,2021-01-04
19318,0,16,-1,2021-01-04
19331,-1,16,0,2021-01-04
19339,0,-1,0,2021-01-04
19340,0,-1,0,2021-01-04
19346,8,7,0,2021-01-04
19347,-1,17,-1,2021-01-04
19351,-1,21,0,2021-01-04
19353,0,10,0,2021-01-04
19354,-1,25,0,2021-01-04
19357,0,17,0,2021-01-04
19358,11,58,0,2021-01-04
19360,-1,20,0,2021-01-04
19366,0,17,0,2021-01-04
19367,6,33,-1,2021-01-04
19369,14,66,0,2021-01-04
19371,0,-1,0,2021-01-04
19375,16,142,0,2021-01-04
19376,5,26,0,2021-01-04
19381,-1,23,-1,2021-01-04
19395,-1,24,0,2021-01-04
19397,0,-1,0,2021-01-04
19398,0,-1,0,2021-01-04
19399,-1,22,-1,2021-01-04
19404,6,46,-1,2021-01-04
19407,-1,18,0,2021-01-04
19408,-1,18,0,2021-01-04
19409,-1,7,0,2021-01-04
19415,0,0,0,2021-01-04
19421,9,98,0,2021-01-04
19423,-1,23,0,2021-01-04
19424,0,-1,0,2021-01-04
19429,-1,-1,0,2021-01-04
19430,5,23,0,2021-01-04
19432,-1,19,0,2021-01-04
19437,22,245,-1,2021-01-04
19441,0,7,0,2021-01-04
19442,19,188,0,2021-01-04
19443,-1,10,0,2021-01-04
19450,6,53,0,2021-01-04
19451,0,-1,0,2021-01-04
19455,0,-1,0,2021-01-04
19457,8,35,-1,2021-01-04
19470,-1,39,0,2021-01-04
19472,-1,23,0,2021-01-04
19474,22,262,-1,2021-01-04
19478,-1,22,0,2021-01-04
19480,0,14,0,2021-01-04
19481,-1,101,0,2021-01-04
19482,-1,19,-1,2021-01-04
19484,0,7,0,2021-01-04
19486,-1,34,0,2021-01-04
19490,70,195,-1,2021-01-04
19493,0,-1,0,2021-01-04
19494,0,-1,0,2021-01-04
19495,0,0,0,2021-01-04
19496,0,-1,0,2021-01-04
19511,7,29,-1,2021-01-04
19516,-1,11,0,2021-01-04
19519,0,-1,0,2021-01-04
19523,5,42,-1,2021-01-04
19535,6,14,0,2021-01-04
19536,16,81,0,2021-01-04
19538,-1,32,0,2021-01-04
19544,8,23,0,2021-01-04
19545,6,47,-1,2021-01-04
19548,-1,29,0,2021-01-04
19554,17,75,-1,2021-01-04
19559,14,46,-1,2021-01-04
19564,-1,22,0,2021-01-04
19603,30,72,0,2021-01-04
19612,19,58,-1,2021-01-04
15020,16,47,0,2021-01-04
15028,-1,36,0,2021-01-04
15069,0,9,0,2021-01-04
15072,-1,22,-1,2021-01-04
15081,6,54,-1,2021-01-04
15091,0,13,0,2021-01-04
15095,0,-1,0,2021-01-04
15096,-1,0,0,2021-01-04
15123,-1,10,0,2021-01-04
15127,6,39,-1,2021-01-04
15134,5,27,0,2021-01-04
15230,-1,26,-1,2021-01-04
15240,-1,-1,-1,2021-01-04
15242,-1,14,-1,2021-01-04
15244,-1,10,-1,2021-01-04
15250,-1,-1,0,2021-01-04
15251,0,-1,0,2021-01-04
15252,0,-1,0,2021-01-04
15253,0,-1,0,2021-01-04
15254,0,-1,0,2021-01-04
15255,0,0,0,2021-01-04
15257,0,-1,0,2021-01-04
15258,0,-1,0,2021-01-04
15259,0,-1,0,2021-01-04
15262,0,-1,0,2021-01-04
15264,0,-1,0,2021-01-04
15265,-1,-1,0,2021-01-04
15267,0,-1,0,2021-01-04
15268,0,-1,0,2021-01-04
15270,-1,0,0,2021-01-04
15272,0,-1,0,2021-01-04
15274,0,-1,0,2021-01-04
15276,0,-1,0,2021-01-04
15277,0,-1,0,2021-01-04
15278,0,0,0,2021-01-04
15279,0,-1,0,2021-01-04
15281,0,-1,0,2021-01-04
15282,138,653,6,2021-01-04
15283,0,-1,0,2021-01-04
15286,0,-1,0,2021-01-04
15289,10,1580,-1,2021-01-04
15290,0,-1,0,2021-01-04
15295,0,-1,0,2021-01-04
15336,-1,9,0,2021-01-04
15339,0,-1,0,2021-01-04
15350,13,134,8,2021-01-04
15365,-1,20,-1,2021-01-04
15366,9,33,-1,2021-01-04
15368,6,129,-1,2021-01-04
15415,5,14,-1,2021-01-04
15416,7,38,-1,2021-01-04
15439,0,17,0,2021-01-04
15454,11,37,-1,2021-01-04
15465,10,54,11,2021-01-04
15485,0,0,0,2021-01-04
15492,-1,19,0,2021-01-04
15548,-1,7,-1,2021-01-04
15549,6,13,0,2021-01-04
15553,5,21,-1,2021-01-04
15565,-1,-1,0,2021-01-04
15605,0,-1,0,2021-01-04
15606,0,-1,0,2021-01-04
15619,18,79,11,2021-01-04
15621,0,-1,0,2021-01-04
15624,21,78,-1,2021-01-04
15664,-1,16,0,2021-01-04
15674,8,36,-1,2021-01-04
15680,11,38,11,2021-01-04
15682,-1,-1,0,2021-01-04
15693,12,42,6,2021-01-04
15710,9,41,-1,2021-01-04
15723,-1,9,-1,2021-01-04
15727,5,39,-1,2021-01-04
15731,7,50,-1,2021-01-04
15733,-1,29,-1,2021-01-04
15737,28,121,-1,2021-01-04
15741,-1,15,0,2021-01-04
15745,20,66,5,2021-01-04
15746,62,64,9,2021-01-04
15752,0,21,0,2021-01-04
15754,24,87,-1,2021-01-04
15756,-1,28,-1,2021-01-04
15761,-1,16,0,2021-01-04
15779,65,296,-1,2021-01-04
15781,-1,20,0,2021-01-04
15783,-1,19,0,2021-01-04
15822,0,0,0,2021-01-04
15831,7,27,-1,2021-01-04
15841,5,34,-1,2021-01-04
15847,0,29,-1,2021-01-04
15863,-1,24,-1,2021-01-04
15907,-1,10,0,2021-01-04
15915,0,0,0,2021-01-04
15921,29,217,16,2021-01-04
15922,14,59,10,2021-01-04
15925,8,62,0,2021-01-04
15929,6,27,6,2021-01-04
15930,10,63,8,2021-01-04
15937,74,198,14,2021-01-04
15948,35,157,11,2021-01-04
15959,8,56,-1,2021-01-04
15962,11,52,7,2021-01-04
16003,10,46,-1,2021-01-04
16016,0,0,0,2021-01-04
16017,-1,-1,0,2021-01-04
16018,0,0,0,2021-01-04
16021,-1,-1,0,2021-01-04
16024,12,64,8,2021-01-04
16029,23,109,15,2021-01-04
16035,-1,14,-1,2021-01-04
16039,33,36,-1,2021-01-04
16048,-1,14,-1,2021-01-04
16054,12,46,5,2021-01-04
16058,0,-1,-1,2021-01-04
16103,7,21,0,2021-01-04
16107,-1,15,0,2021-01-04
16108,0,-1,0,2021-01-04
16113,22,68,-1,2021-01-04
16132,11,51,-1,2021-01-04
16140,-1,14,-1,2021-01-04
16151,-1,17,0,2021-01-04
16155,0,11,0,2021-01-04
16160,30,149,9,2021-01-04
16161,33,128,7,2021-01-04
16211,-1,10,-1,2021-01-04
16220,-1,13,0,2021-01-04
16221,5,7,0,2021-01-04
16223,5,27,-1,2021-01-04
16230,26,76,11,2021-01-04
16236,12,58,-1,2021-01-04
16244,8,36,-1,2021-01-04
16245,11,34,-1,2021-01-04
16246,11,37,-1,2021-01-04
16250,9,41,-1,2021-01-04
16257,0,-1,0,2021-01-04
16261,-1,-1,0,2021-01-04
16312,0,-1,0,2021-01-04
16322,-1,20,-1,2021-01-04
16328,6,16,0,2021-01-04
16343,14,57,-1,2021-01-04
16344,18,81,-1,2021-01-04
16352,10,43,-1,2021-01-04
16361,-1,16,-1,2021-01-04
16366,0,0,0,2021-01-04
16367,0,0,0,2021-01-04
16368,0,-1,0,2021-01-04
16369,0,0,0,2021-01-04
16370,-1,26,0,2021-01-04
16375,-1,5,0,2021-01-04
16388,0,-1,0,2021-01-04
16413,0,-1,0,2021-01-04
16416,5,13,-1,2021-01-04
16422,14,54,-1,2021-01-04
16427,9,35,-1,2021-01-04
16432,-1,-1,0,2021-01-04
16475,10,558,0,2021-01-04
16512,7,26,0,2021-01-04
16514,-1,17,0,2021-01-04
16515,0,-1,0,2021-01-04
16522,0,0,0,2021-01-04
16530,0,-1,0,2021-01-04
16531,0,0,0,2021-01-04
16534,0,-1,-1,2021-01-04
16538,0,0,0,2021-01-04
16541,25,34,0,2021-01-04
16544,-1,11,0,2021-01-04
16546,32,42,10,2021-01-04
16550,0,-1,0,2021-01-04
16553,0,0,0,2021-01-04
16563,12,251,-1,2021-01-04
16603,6,29,-1,2021-01-04
16619,9,65,-1,2021-01-04
16624,-1,39,-1,2021-01-04
16629,-1,17,0,2021-01-04
16631,-1,7,-1,2021-01-04
16633,6,21,-1,2021-01-04
16638,5,16,-1,2021-01-04
16644,12,53,-1,2021-01-04
16654,189,500,0,2021-01-04
16660,8,18,-1,2021-01-04
16663,9,35,0,2021-01-04
16665,25,74,5,2021-01-04
16672,-1,29,-1,2021-01-04
16675,-1,15,-1,2021-01-04
16677,15,92,0,2021-01-04
16681,5,34,-1,2021-01-04
16684,8,39,-1,2021-01-04
16694,8,45,-1,2021-01-04
16698,172,493,0,2021-01-04
16699,0,-1,0,2021-01-04
16725,12,41,-1,2021-01-04
16728,0,0,0,2021-01-04
16730,6,28,0,2021-01-04
16733,-1,30,0,2021-01-04
16804,8,64,0,2021-01-04
16805,0,8,0,2021-01-04
16825,17,47,-1,2021-01-04
16826,46,209,-1,2021-01-04
16834,19,62,0,2021-01-04
16835,7,73,-1,2021-01-04
16843,13,104,6,2021-01-04
16847,13,81,0,2021-01-04
16848,16,77,-1,2021-01-04
16849,19,81,-1,2021-01-04
16851,36,354,-1,2021-01-04
16853,78,346,-1,2021-01-04
16855,-1,41,0,2021-01-04
16856,24,41,5,2021-01-04
16868,16,278,-1,2021-01-04
16873,-1,12,0,2021-01-04
16910,-1,11,-1,2021-01-04
16911,-1,15,0,2021-01-04
16945,0,-1,0,2021-01-04
17001,82,761,-1,2021-01-04
17027,-1,28,0,2021-01-04
17054,16,25,0,2021-01-04
17056,8,12,-1,2021-01-04
17069,-1,11,0,2021-01-04
17072,5,35,-1,2021-01-04
17075,22,53,-1,2021-01-04
17077,15,31,0,2021-01-04
17081,7,39,0,2021-01-04
17083,-1,23,-1,2021-01-04
17085,11,35,0,2021-01-04
17088,27,123,0,2021-01-04
17089,-1,21,0,2021-01-04
17093,5,43,-1,2021-01-04
17105,17,135,-1,2021-01-04
17106,6,32,0,2021-01-04
17107,0,5,0,2021-01-04
17108,-1,18,0,2021-01-04
17121,-1,0,0,2021-01-04
17122,-1,-1,0,2021-01-04
17123,0,-1,0,2021-01-04
17124,0,-1,0,2021-01-04
17125,0,-1,0,2021-01-04
17126,0,-1,0,2021-01-04
17127,0,-1,0,2021-01-04
17128,0,0,0,2021-01-04
17129,0,-1,0,2021-01-04
17130,0,-1,0,2021-01-04
17140,0,5,0,2021-01-04
17177,0,-1,0,2021-01-04
17210,9,25,-1,2021-01-04
17231,6,26,-1,2021-01-04
17235,36,51,-1,2021-01-04
17247,-1,19,-1,2021-01-04
17249,17,56,7,2021-01-04
17250,9,38,0,2021-01-04
17251,-1,24,0,2021-01-04
17253,8,34,-1,2021-01-04
17254,25,175,-1,2021-01-04
17256,-1,22,0,2021-01-04
17261,90,118,19,2021-01-04
17263,23,64,0,2021-01-04
17272,5,24,0,2021-01-04
17303,26,129,-1,2021-01-04
17306,39,116,-1,2021-01-04
17310,-1,30,-1,2021-01-04
17311,10,44,-1,2021-01-04
17312,0,12,0,2021-01-04
17317,10,85,0,2021-01-04
17318,25,112,-1,2021-01-04
17323,8,57,0,2021-01-04
17332,0,-1,0,2021-01-04
17333,0,-1,0,2021-01-04
17334,0,0,0,2021-01-04
17335,0,-1,0,2021-01-04
17337,0,-1,0,2021-01-04
17342,12,64,0,2021-01-04
17343,5,26,0,2021-01-04
17355,-1,25,-1,2021-01-04
17358,0,-1,0,2021-01-04
17371,12,64,-1,2021-01-04
17375,0,0,0,2021-01-04
17405,10,81,-1,2021-01-04
17503,-1,17,0,2021-01-04
17504,7,42,0,2021-01-04
17506,20,54,-1,2021-01-04
17507,12,67,-1,2021-01-04
17508,42,241,-1,2021-01-04
17521,-1,13,0,2021-01-04
17528,7,8,0,2021-01-04
17533,-1,15,0,2021-01-04
17534,7,39,-1,2021-01-04
17537,-1,34,-1,2021-01-04
17549,0,5,0,2021-01-04
17564,0,16,-1,2021-01-04
17567,15,99,-1,2021-01-04
17568,-1,18,-1,2021-01-04
17570,-1,17,0,2021-01-04
17573,0,-1,0,2021-01-04
17575,-1,17,0,2021-01-04
17580,8,37,0,2021-01-04
17585,0,7,0,2021-01-04
17604,30,141,-1,2021-01-04
17605,-1,21,-1,2021-01-04
17606,7,13,0,2021-01-04
17607,6,27,-1,2021-01-04
17608,21,89,-1,2021-01-04
15539,21,86,9,2021-01-04
15546,11,65,-1,2021-01-04
15555,5,23,0,2021-01-04
15562,12,37,-1,2021-01-04
15564,-1,16,-1,2021-01-04
15705,25,15,58,2021-01-04
15711,7,59,7,2021-01-04
15716,32,98,13,2021-01-04
15720,-1,29,-1,2021-01-04
15721,5,30,-1,2021-01-04
15739,11,80,-1,2021-01-04
15744,5,12,-1,2021-01-04
15750,6,33,-1,2021-01-04
15758,-1,-1,0,2021-01-04
15760,9,34,0,2021-01-04
15763,0,0,0,2021-01-04
15764,-1,9,0,2021-01-04
15770,10,27,0,2021-01-04
15773,39,94,6,2021-01-04
15775,-1,0,0,2021-01-04
15776,0,5,0,2021-01-04
15777,8,28,-1,2021-01-04
