ZIP_CODE,Positive,Negative,Probable,date
15521,104,334,54,2021-05-04
15522,852,2512,311,2021-05-04
15530,468,1646,130,2021-05-04
15531,224,977,96,2021-05-04
15533,71,230,35,2021-05-04
15534,46,134,23,2021-05-04
15535,98,304,54,2021-05-04
15536,21,99,13,2021-05-04
15537,555,1547,234,2021-05-04
15538,39,148,16,2021-05-04
15539,35,112,14,2021-05-04
15541,223,898,78,2021-05-04
15542,91,261,18,2021-05-04
15545,189,445,64,2021-05-04
15546,22,85,5,2021-05-04
15550,91,312,36,2021-05-04
15552,414,1625,115,2021-05-04
15554,139,451,73,2021-05-04
15555,6,31,-1,2021-05-04
15558,112,415,20,2021-05-04
15559,121,345,54,2021-05-04
15562,16,41,-1,2021-05-04
15563,174,718,86,2021-05-04
15564,6,17,-1,2021-05-04
15705,31,43,65,2021-05-04
15711,17,74,9,2021-05-04
15714,373,1677,122,2021-05-04
15716,38,138,18,2021-05-04
15720,8,33,-1,2021-05-04
15721,10,37,-1,2021-05-04
15722,167,527,68,2021-05-04
15724,128,490,47,2021-05-04
15728,151,700,97,2021-05-04
15729,61,274,25,2021-05-04
15730,5,12,-1,2021-05-04
15739,15,104,7,2021-05-04
15742,74,194,21,2021-05-04
15744,-1,17,5,2021-05-04
15750,9,45,-1,2021-05-04
15753,23,73,13,2021-05-04
15757,82,250,40,2021-05-04
15758,-1,6,0,2021-05-04
15759,99,435,50,2021-05-04
15760,14,36,-1,2021-05-04
15762,42,220,17,2021-05-04
15763,0,-1,-1,2021-05-04
15764,-1,10,0,2021-05-04
15765,62,332,24,2021-05-04
15767,614,2524,301,2021-05-04
15770,11,31,-1,2021-05-04
15771,46,126,13,2021-05-04
15772,62,292,21,2021-05-04
15773,43,132,9,2021-05-04
15775,-1,0,0,2021-05-04
15776,-1,7,-1,2021-05-04
15777,10,33,8,2021-05-04
15778,-1,31,5,2021-05-04
15780,13,26,-1,2021-05-04
15784,8,26,0,2021-05-04
15801,971,4771,773,2021-05-04
15821,9,16,-1,2021-05-04
15823,57,228,41,2021-05-04
15824,185,908,194,2021-05-04
15825,530,2035,289,2021-05-04
15827,10,54,7,2021-05-04
15828,6,41,-1,2021-05-04
15829,58,229,43,2021-05-04
15832,8,53,-1,2021-05-04
15834,170,967,82,2021-05-04
15840,62,326,46,2021-05-04
15845,167,599,96,2021-05-04
15846,116,588,122,2021-05-04
15848,33,155,32,2021-05-04
15849,42,245,32,2021-05-04
15851,217,1058,192,2021-05-04
15853,357,1473,200,2021-05-04
15856,34,134,24,2021-05-04
15857,652,2566,546,2021-05-04
15860,57,203,12,2021-05-04
15861,11,16,-1,2021-05-04
15864,89,360,49,2021-05-04
15865,39,208,44,2021-05-04
15866,-1,28,10,2021-05-04
15868,87,271,59,2021-05-04
15870,44,206,46,2021-05-04
15901,288,1487,58,2021-05-04
15902,690,3849,212,2021-05-04
15904,1030,4980,443,2021-05-04
15905,1413,6950,506,2021-05-04
15906,624,3524,225,2021-05-04
15909,349,1706,113,2021-05-04
15920,50,273,16,2021-05-04
