ZIP_CODE,Positive,Negative,Probable,date
15521,99,315,49,2021-04-09
15522,821,2359,292,2021-04-09
15530,426,1574,105,2021-04-09
15531,200,932,85,2021-04-09
15533,64,217,31,2021-04-09
15534,40,127,23,2021-04-09
15535,78,282,43,2021-04-09
15536,21,96,12,2021-04-09
15537,506,1484,205,2021-04-09
15538,37,141,13,2021-04-09
15539,30,107,13,2021-04-09
15541,212,858,71,2021-04-09
15542,88,245,17,2021-04-09
15545,178,415,59,2021-04-09
15546,22,86,-1,2021-04-09
15550,83,293,31,2021-04-09
15552,390,1525,106,2021-04-09
15554,132,424,65,2021-04-09
15555,7,27,-1,2021-04-09
15558,108,384,17,2021-04-09
15559,116,332,50,2021-04-09
15562,16,39,-1,2021-04-09
15563,162,688,75,2021-04-09
15564,6,16,-1,2021-04-09
15705,31,41,61,2021-04-09
15711,16,69,8,2021-04-09
15714,345,1612,93,2021-04-09
15716,34,130,14,2021-04-09
15720,8,33,-1,2021-04-09
15721,9,35,-1,2021-04-09
15722,163,513,61,2021-04-09
15724,113,466,39,2021-04-09
15728,138,675,89,2021-04-09
15729,59,259,22,2021-04-09
15730,-1,12,-1,2021-04-09
15739,15,100,-1,2021-04-09
15742,72,183,18,2021-04-09
15744,-1,16,5,2021-04-09
15750,9,41,-1,2021-04-09
15753,22,66,12,2021-04-09
15757,73,237,32,2021-04-09
15758,-1,6,0,2021-04-09
15759,90,423,47,2021-04-09
15760,13,36,0,2021-04-09
15762,40,206,14,2021-04-09
15763,0,-1,-1,2021-04-09
15764,-1,10,0,2021-04-09
15765,60,314,24,2021-04-09
15767,594,2407,282,2021-04-09
15770,11,29,-1,2021-04-09
15771,43,125,12,2021-04-09
15772,56,268,17,2021-04-09
15773,44,128,9,2021-04-09
15775,-1,0,0,2021-04-09
15776,-1,6,-1,2021-04-09
15777,10,33,5,2021-04-09
15778,-1,31,-1,2021-04-09
15780,13,24,-1,2021-04-09
15784,8,27,0,2021-04-09
15801,936,4610,729,2021-04-09
15821,7,17,-1,2021-04-09
15823,49,220,37,2021-04-09
15824,176,888,183,2021-04-09
15825,513,1982,281,2021-04-09
15827,9,52,7,2021-04-09
15828,6,38,-1,2021-04-09
15829,53,216,40,2021-04-09
15832,8,50,-1,2021-04-09
15834,167,941,80,2021-04-09
15840,56,315,40,2021-04-09
15845,153,577,90,2021-04-09
15846,108,551,122,2021-04-09
15848,31,145,31,2021-04-09
15849,38,237,29,2021-04-09
15851,201,1001,174,2021-04-09
15853,337,1432,197,2021-04-09
15856,32,128,24,2021-04-09
15857,617,2424,533,2021-04-09
15860,54,195,11,2021-04-09
15861,8,17,-1,2021-04-09
15864,87,347,49,2021-04-09
15865,37,198,40,2021-04-09
15866,-1,26,6,2021-04-09
15868,81,256,54,2021-04-09
15870,38,197,42,2021-04-09
15901,255,1418,51,2021-04-09
15902,614,3646,175,2021-04-09
15904,962,4825,411,2021-04-09
15905,1323,6726,439,2021-04-09
15906,547,3402,174,2021-04-09
15909,319,1634,91,2021-04-09
15920,46,254,16,2021-04-09
15924,54,265,24,2021-04-09
15926,156,675,55,2021-04-09
15927,61,357,35,2021-04-09
15928,119,596,72,2021-04-09
15931,936,3633,223,2021-04-09
15934,16,76,8,2021-04-09
15935,179,746,80,2021-04-09
15936,80,423,31,2021-04-09
15938,192,753,49,2021-04-09
15940,418,862,489,2021-04-09
15942,104,600,54,2021-04-09
15943,267,1285,89,2021-04-09
15944,143,779,69,2021-04-09
15945,10,74,11,2021-04-09
15946,451,2009,195,2021-04-09
15949,31,176,21,2021-04-09
15951,35,219,16,2021-04-09
15952,55,404,42,2021-04-09
15953,5,23,-1,2021-04-09
15954,108,565,28,2021-04-09
15955,107,529,66,2021-04-09
15956,156,863,68,2021-04-09
15957,17,120,12,2021-04-09
15958,131,547,64,2021-04-09
15960,20,137,11,2021-04-09
15961,48,242,25,2021-04-09
15963,546,3110,392,2021-04-09
16020,48,200,30,2021-04-09
16022,18,83,20,2021-04-09
16025,312,1151,217,2021-04-09
16028,103,380,39,2021-04-09
16030,12,51,7,2021-04-09
16036,-1,25,7,2021-04-09
16038,190,666,58,2021-04-09
16040,28,154,31,2021-04-09
16041,81,384,62,2021-04-09
16049,133,516,67,2021-04-09
16050,57,313,48,2021-04-09
16051,98,594,78,2021-04-09
16057,512,2542,270,2021-04-09
16061,90,491,77,2021-04-09
16101,1974,7835,685,2021-04-09
16102,284,1163,101,2021-04-09
16105,942,3705,295,2021-04-09
16110,20,81,10,2021-04-09
16111,47,146,17,2021-04-09
16112,80,320,34,2021-04-09
16114,16,121,9,2021-04-09
16116,157,573,59,2021-04-09
16121,304,1130,68,2021-04-09
16124,82,386,20,2021-04-09
16125,1051,4837,208,2021-04-09
16127,893,3289,314,2021-04-09
16130,99,345,24,2021-04-09
16131,35,167,12,2021-04-09
16133,62,243,12,2021-04-09
16134,162,836,38,2021-04-09
16137,826,3082,174,2021-04-09
16142,315,1150,82,2021-04-09
16143,161,565,63,2021-04-09
16145,149,478,47,2021-04-09
16146,740,3612,204,2021-04-09
16148,1177,4479,413,2021-04-09
16150,381,1824,129,2021-04-09
16153,123,506,37,2021-04-09
16154,118,574,24,2021-04-09
16156,136,515,60,2021-04-09
16159,242,963,72,2021-04-09
16172,48,315,29,2021-04-09
16213,7,26,-1,2021-04-09
16214,389,1949,191,2021-04-09
16217,-1,39,0,2021-04-09
16218,68,213,21,2021-04-09
16224,68,242,34,2021-04-09
16225,-1,15,-1,2021-04-09
16232,164,723,97,2021-04-09
16233,35,168,28,2021-04-09
16234,6,17,-1,2021-04-09
16235,58,226,56,2021-04-09
16239,1233,1757,38,2021-04-09
16240,61,238,35,2021-04-09
16242,300,854,110,2021-04-09
16248,139,577,81,2021-04-09
16253,7,36,-1,2021-04-09
16254,156,813,138,2021-04-09
16255,203,390,46,2021-04-09
16258,80,364,62,2021-04-09
16260,11,39,-1,2021-04-09
