ZIP_CODE,Positive,Negative,Probable,date
15521,111,365,65,2021-08-15
15522,916,2678,352,2021-08-15
15530,493,1755,149,2021-08-15
15531,245,1050,115,2021-08-15
15533,83,258,41,2021-08-15
15534,52,141,26,2021-08-15
15535,115,341,60,2021-08-15
15536,21,113,13,2021-08-15
15537,598,1662,265,2021-08-15
15538,46,157,18,2021-08-15
15539,38,129,17,2021-08-15
15541,238,969,86,2021-08-15
15542,100,281,20,2021-08-15
15545,214,493,71,2021-08-15
15546,22,100,9,2021-08-15
15550,97,341,47,2021-08-15
15552,451,1764,120,2021-08-15
15554,145,483,90,2021-08-15
15555,6,34,-1,2021-08-15
15558,119,451,24,2021-08-15
15559,127,381,57,2021-08-15
15562,17,51,-1,2021-08-15
15563,185,784,93,2021-08-15
15564,6,18,-1,2021-08-15
15705,30,48,66,2021-08-15
15711,19,79,12,2021-08-15
15714,394,1821,146,2021-08-15
15716,41,150,20,2021-08-15
15720,9,35,-1,2021-08-15
15721,10,40,-1,2021-08-15
15722,173,568,77,2021-08-15
15724,143,573,60,2021-08-15
15728,166,793,121,2021-08-15
15729,69,319,33,2021-08-15
15730,5,17,-1,2021-08-15
15739,16,124,9,2021-08-15
15742,80,222,24,2021-08-15
15744,-1,18,5,2021-08-15
15750,13,48,8,2021-08-15
15753,25,80,14,2021-08-15
15757,89,286,48,2021-08-15
15758,-1,8,0,2021-08-15
15759,104,525,56,2021-08-15
15760,14,36,-1,2021-08-15
15762,45,251,21,2021-08-15
15763,0,-1,-1,2021-08-15
15764,-1,11,0,2021-08-15
15765,66,374,27,2021-08-15
15767,650,2774,319,2021-08-15
15770,11,34,-1,2021-08-15
15771,46,149,13,2021-08-15
15772,66,336,23,2021-08-15
15773,43,142,11,2021-08-15
15775,-1,0,0,2021-08-15
15776,-1,8,-1,2021-08-15
15777,10,40,9,2021-08-15
15778,-1,35,6,2021-08-15
15780,13,30,-1,2021-08-15
15784,9,33,0,2021-08-15
15801,1026,5063,810,2021-08-15
15821,9,17,-1,2021-08-15
15823,59,261,42,2021-08-15
15824,193,1019,195,2021-08-15
15825,566,2268,314,2021-08-15
15827,12,59,7,2021-08-15
15828,7,52,-1,2021-08-15
15829,62,247,46,2021-08-15
15832,8,63,-1,2021-08-15
15834,194,1101,87,2021-08-15
15840,63,382,51,2021-08-15
15845,171,657,102,2021-08-15
15846,120,651,129,2021-08-15
15848,36,177,32,2021-08-15
15849,44,279,33,2021-08-15
15851,247,1232,200,2021-08-15
15853,372,1616,211,2021-08-15
15856,37,157,24,2021-08-15
15857,674,2847,566,2021-08-15
15860,60,225,12,2021-08-15
15861,13,18,-1,2021-08-15
15864,98,388,53,2021-08-15
15865,41,237,47,2021-08-15
15866,-1,33,11,2021-08-15
15868,88,301,61,2021-08-15
15870,50,217,50,2021-08-15
15901,318,1591,66,2021-08-15
15902,748,4199,251,2021-08-15
15904,1128,5346,489,2021-08-15
15905,1516,7568,620,2021-08-15
15906,687,3816,277,2021-08-15
15909,367,1869,141,2021-08-15
15920,60,311,22,2021-08-15
15924,74,301,35,2021-08-15
15926,177,756,67,2021-08-15
15927,72,388,40,2021-08-15
15928,133,671,99,2021-08-15
15931,981,3908,305,2021-08-15
15934,17,87,10,2021-08-15
15935,199,825,97,2021-08-15
15936,90,472,46,2021-08-15
15938,213,833,68,2021-08-15
15940,441,1043,526,2021-08-15
15942,124,688,82,2021-08-15
15943,289,1390,121,2021-08-15
15944,177,916,86,2021-08-15
15945,13,78,12,2021-08-15
15946,517,2212,249,2021-08-15
15949,44,213,24,2021-08-15
15951,43,234,27,2021-08-15
15952,73,450,57,2021-08-15
15953,5,22,-1,2021-08-15
15954,135,648,35,2021-08-15
15955,125,598,74,2021-08-15
15956,197,965,107,2021-08-15
15957,19,136,16,2021-08-15
15958,147,627,79,2021-08-15
15960,21,148,15,2021-08-15
15961,62,284,35,2021-08-15
15963,620,3373,466,2021-08-15
16020,58,262,32,2021-08-15
16022,27,96,22,2021-08-15
16025,358,1291,227,2021-08-15
16028,122,442,41,2021-08-15
16030,15,60,7,2021-08-15
16036,9,25,7,2021-08-15
16038,222,747,61,2021-08-15
16040,34,187,34,2021-08-15
16041,102,443,66,2021-08-15
16049,149,620,75,2021-08-15
16050,71,360,50,2021-08-15
16051,127,708,95,2021-08-15
16057,628,3012,305,2021-08-15
16061,107,574,86,2021-08-15
16101,2245,9164,877,2021-08-15
16102,334,1378,134,2021-08-15
16105,1044,4291,390,2021-08-15
16110,23,84,13,2021-08-15
16111,52,172,20,2021-08-15
16112,96,361,55,2021-08-15
16114,18,142,11,2021-08-15
16116,180,664,77,2021-08-15
16121,330,1313,79,2021-08-15
16124,88,450,26,2021-08-15
16125,1220,5513,260,2021-08-15
16127,1039,3791,335,2021-08-15
16130,115,401,25,2021-08-15
16131,39,195,16,2021-08-15
16133,70,301,15,2021-08-15
16134,209,990,44,2021-08-15
16137,921,3780,211,2021-08-15
16142,349,1302,113,2021-08-15
16143,179,639,80,2021-08-15
16145,168,567,58,2021-08-15
16146,833,4274,250,2021-08-15
16148,1302,5181,475,2021-08-15
16150,426,2105,157,2021-08-15
16153,152,579,43,2021-08-15
16154,133,676,29,2021-08-15
16156,155,595,73,2021-08-15
16159,278,1135,107,2021-08-15
16172,53,265,40,2021-08-15
16213,10,25,-1,2021-08-15
16214,464,2191,203,2021-08-15
16217,-1,43,0,2021-08-15
16218,74,264,21,2021-08-15
16224,76,275,36,2021-08-15
16225,-1,17,-1,2021-08-15
16232,205,803,112,2021-08-15
16233,39,194,27,2021-08-15
16234,7,18,-1,2021-08-15
16235,71,254,58,2021-08-15
16239,1247,1872,45,2021-08-15
16240,72,284,39,2021-08-15
16242,341,975,118,2021-08-15
16248,161,651,84,2021-08-15
16253,9,40,-1,2021-08-15
16254,180,844,144,2021-08-15
16255,218,413,57,2021-08-15
16258,99,410,68,2021-08-15
16260,12,45,-1,2021-08-15
16301,906,3430,240,2021-08-15
16311,15,85,11,2021-08-15
16313,72,409,37,2021-08-15
16314,335,1199,148,2021-08-15
16316,276,1376,159,2021-08-15
16317,103,295,32,2021-08-15
16319,63,235,32,2021-08-15
16321,11,21,-1,2021-08-15
16323,1072,3691,311,2021-08-15
16326,15,80,10,2021-08-15
16327,161,598,57,2021-08-15
16329,23,98,7,2021-08-15
16331,5,13,6,2021-08-15
16332,-1,27,-1,2021-08-15
16333,11,44,-1,2021-08-15
16334,27,78,14,2021-08-15
16335,1811,9100,641,2021-08-15
16340,97,360,17,2021-08-15
16341,157,457,13,2021-08-15
16342,241,714,31,2021-08-15
16345,152,750,38,2021-08-15
16346,159,598,45,2021-08-15
16347,92,419,20,2021-08-15
16350,120,436,31,2021-08-15
16351,66,400,11,2021-08-15
16353,101,535,27,2021-08-15
16354,784,2782,65,2021-08-15
16360,61,310,24,2021-08-15
16362,43,223,15,2021-08-15
16364,52,196,24,2021-08-15
16365,996,5005,273,2021-08-15
16371,210,979,140,2021-08-15
16372,23,107,16,2021-08-15
16373,184,618,70,2021-08-15
16374,67,301,25,2021-08-15
16401,249,820,41,2021-08-15
16402,41,138,5,2021-08-15
16403,1040,1980,83,2021-08-15
16404,144,596,15,2021-08-15
16405,34,151,7,2021-08-15
16406,264,1188,166,2021-08-15
16407,806,2470,127,2021-08-15
16410,108,369,22,2021-08-15
16411,95,295,9,2021-08-15
16412,644,2654,152,2021-08-15
16415,631,2909,86,2021-08-15
16417,641,2111,117,2021-08-15
16420,32,164,8,2021-08-15
16421,193,593,15,2021-08-15
16423,255,1057,22,2021-08-15
16424,253,976,70,2021-08-15
16426,256,957,27,2021-08-15
16428,827,3088,62,2021-08-15
16430,-1,21,0,2021-08-15
16433,391,1483,142,2021-08-15
16434,111,368,12,2021-08-15
16435,82,363,38,2021-08-15
16436,47,139,11,2021-08-15
16438,378,1675,61,2021-08-15
16440,56,198,18,2021-08-15
16441,631,2367,131,2021-08-15
16442,164,578,27,2021-08-15
16443,88,292,15,2021-08-15
16444,12,43,29,2021-08-15
16501,137,708,8,2021-08-15
16502,1131,4613,135,2021-08-15
16503,1046,4139,159,2021-08-15
16504,1177,4471,153,2021-08-15
16505,1033,5178,119,2021-08-15
16506,1652,7343,216,2021-08-15
16507,650,2615,65,2021-08-15
16508,1012,4778,167,2021-08-15
16509,1839,8932,361,2021-08-15
16510,1693,6815,203,2021-08-15
16511,918,3463,104,2021-08-15
16565,0,15,0,2021-08-15
16601,2749,9603,741,2021-08-15
16602,2187,8273,621,2021-08-15
16611,189,656,49,2021-08-15
16613,124,404,21,2021-08-15
16616,5,35,-1,2021-08-15
16617,209,758,59,2021-08-15
16620,33,105,9,2021-08-15
16621,55,169,15,2021-08-15
16622,21,60,7,2021-08-15
16623,30,143,11,2021-08-15
16625,213,878,112,2021-08-15
16627,118,481,45,2021-08-15
16630,353,1309,112,2021-08-15
16634,18,81,-1,2021-08-15
16635,889,4135,279,2021-08-15
16636,64,201,16,2021-08-15
16637,171,622,61,2021-08-15
16639,77,239,24,2021-08-15
16640,70,289,31,2021-08-15
16641,206,727,75,2021-08-15
16645,14,37,0,2021-08-15
16646,225,768,52,2021-08-15
16647,64,210,15,2021-08-15
16648,1516,5193,455,2021-08-15
16650,107,368,32,2021-08-15
16651,262,967,60,2021-08-15
16652,2020,8716,280,2021-08-15
16655,122,334,76,2021-08-15
16656,107,253,42,2021-08-15
16657,72,355,19,2021-08-15
16659,19,53,11,2021-08-15
